Source,Sentiment,SentimentText
,0,One or two key features (automatic alignment of objects) have been in development quite a long time. The jump to business pricing is too high for a sole trader like myself.
,0,"There's something about the interface that frustrates me, and I cannot put my finger on it. I find myself not finding exactly what I want/need, or getting frustrated with the UI pathways. Like I said, I prefer Canva for things like this."
,0,"There are some page limitations on templates that make them a little difficult to adapt for our uses. We have worked around this by making multiple copies that are continuations of the documents, but it seems like an easy fix. More native icons for pictographs would be great - we are an animal shelter and the animal and medicine related stuff is a little sparse."
,0,"The map tool can sometimes feel a little awkward to use, especially if you want to use just a section of that particular map."
,0,More options to really make my designs look more professional. Sometimes there is a little bit of a generic look and I feel like I don't have access to all of the graphics I would like to have.
,0,Custom corporate internal and external marketing pieces that I can create in one day. The templates are extremely helpful in assisting me with design and how to layout my ideas on paper. We can customize materials for our clients to distribute to their employees.
,0,"I think that Venngage may have downsized the number of students allowed per class since I first started using it. Since one subscription no longer covers a whole class, I have cancelled my subscription in favour of using free infographic apps. They're not as complete, but the cost was too much."
,0,"I really miss the option of adding fonts. The selection is okay, but some companies demand certain fonts."
,0,"There's not much I don't like. I found it difficult to remember where to find and how to do the spread sheet at first. If I had just done the tutorial, it would have been fine."
,0,Easy to put images/infographics on my website and Linked in. The ebooks templates make life really easy.
,0,"The only complaint I could think about is that with a Premium account, you cannot arrange your work into folders. So it's a bit hard to find past designs. It is one of the business features though."
,0,"I find it frustrating I can't drag an image in one direction without it scaling up. Sometimes I want something a little taller not wider. Sometimes things don't always exactly align or snap to. Although I think there may be a bit of user error in this one...I've recently found the show grid that might help! I would like some of the people icons to be more multicultural, they are all peach coloured."
,0,A limited number of photos and icons that are not always able to be manipulated. There are some icons I want to change colors and am unable to.
,0,"It has so many built-ins already, but because I use this so often, I would like more. I would like a feature built in that has pre-designed header backgrounds as well as more shape options."
,0," I can't think of anything to really dislike. It's done what I needed it to do. I use this program to create an annual report, and sometimes it doesn't translate well between venngage and the printer we use, but we have been able to resolve little glitches."
,0,"Every once in a while, for reasons I can't explain, some detail of design (mostly to do with fonts, I suspect) will manifest as just a little ""off"" in the export file format. Everything will render in the output exactly as it appears on the editing screen, except - mysteriously - for this one thing... It's not the end of the world, as you it can be resolved through trial and error; however it can be irritating, and this remains my one complaint about the platform."
,0,"There is no gradient option yet for background colors. Sometimes I can't find a font I am looking for. Otherwise, no cons!"
,0,"Venngage needs more icons, backgrounds, and fonts. A batch uploading tool could be helpful. Uploading one file at a time can be tedious."
,0,"I wish I could use the product off-line. It would be helpful for tweeks and updates online. Their than that, the product is wonderful! Thanks for the templates."
,0,"There's not much I don't like about Venngage. I suppose if the Pro package was cheaper, i'd be using it."
,0,"Pretty much perfect, but I'd love to see more sophisticated color options, like a fading/ombre. Also very occasionally there are elements in the pre-made templates that can't be deleted, which you don't notice until it's too late."
,0,"t's not a great collaborative tool, as I use it in a university context. I am often hired as a consultant and leave my clients with Venngage products for their teaching materials but the premium program doesn't allow you to pass the visuals on to other users to edit later. It's a significant drawback."
,0,"Maybe it is up to my computer, but sometimes it's difficult to format and place individual elements exactly. For this I have the problem that when I edit a text field, often just the text disappears and I have to rewrite the text. Although I appreciate the number of templates, it is often difficult to use the templates for my own purposes. It would be nice if the templates were a bit more flexible. For example, that you can add pages with the same formatting when planning a longer report."
,0,"Premium version is short in some basic features like organizing ""My designs"" so the user start to have a bunch of things mixed in one page. Ther is no way to organize it with just drag a drop. They say that you have to upgrade to a superior package but just for this is not worth."
,0,"Occasionally, I've experienced some glitches when editing a piece I have created. I've also found some limitations on the graphics within the system, but the ability to upload your own has really mitigated that frustration. Lastly, I would love the ability to create a report or asset with more than 5 pages, especially for items like presentations and annual reports."
,0,"Not always able to find the best icons, but can usually find something that will work. Sometimes have a hard time moving single text items, but again, can always make it work."
,0,"The only con that I have is that there doesn't seem to be an export feature for specific images that I would want to paste into a separate word, publisher, or powerpoint document."
,0,I'd like more icons to choose from. The storage area could be larger for imported graphics. I had to delete several in order to add more.
,0,"The mapping functionality is not great, particularly if you are a UK user as you aren't able to breakdown the template into regions e.g. North West, North East etc. Unfortunately this renders this part of the software unusable for our needs. Would be helpful to customise the charts further."
,0,The features and functionality are limited based on types of membership. It was not pretty friendly for users who just started to learn the functionality and the features of how to collaborate into their works.
,0,Customizing some of the templates (especially those that have a map). I live in Canada and the map visuals are all of the States.
,0,To define pros is difficult. Problems from ease of use to simple printing. It is not worth the monthly fee.
,0,Sometimes it is slow. Also when using a template they could improve the ability to customize it or to use different pieces of multiple templates.
,0," Everyone complains about not being able to do certain things unless you pay for the software, but you get what you pay for!"
,0,The iframe charges slowly in your the webpage. Sometimes it's difficult working with many elements on the canvas because it's hard to select the element.
,0,"We tend to reuse a few certain looks in our infographics. Venngage allows you to make a copy of a finished infographic, but the process is not obvious and one can easily write over a file unintentionally."
,0,Venngage really needs more photos for users to choose from when making infographics. Sometimes Venngage does not save fast enough on the website and I lose work.
,0,"I don't find the presentation templates to be that easy to use. I mostly use the infographics, but when I tried to use the presentation it wasn't as user friendly as I had hoped. I will try again though!"
,0,I wish it had vertical and horizontal rulers so you could see actual sizes when you have to design non standard sized items.
,0,The ability to name so you can distinguish between different variations of your work would be helpful.
,0,"The cost is prohibitive unless you don't rely a lot on presentations for your work .It can do with some work on it's design ,as it is hard to find the functions and icons you need ,if you don't know where to look for them ."
,0,"It does not provide a grid, but does provide ability to set-up guides to align icons, logos, pictures, text boxes, etc."
,0,"Some of the icons, images and maps are a bit limited, and you can only have a solid colour background, but nitpicking to be honest."
,0,"Price. I am a power user and I find that I've exhausted all basic and premium templates and recently saw a the ""business"" tier which is higher than premium and allows you to access even more templates. This tier didn't exist when I started using venngage so I do feel let down with this ""nickel and diming""."
,0,ease of creating personal color palettes that can be re-used over and over for new projects
,0,"A few of the features can be tricky, especially maps and printing. Overall, they do a good job labeling those things that are meant for the design professionals versus the rest of us."
,0,"It can be a little hard to use at first and know what all your options are but the learning curve isn't too steep. Additionally, It's hard to resize everything and/or move multiple things around in groups. There are some limits to the tool but overall I think it's one of the best ones out there!"
,0,The UI has a couple of non-conventional things that take a bit of time to get used to but works very well.
,0,A little pricey for my purposes. I wish it were about 1/3 of the price.
,0,"Would like to see more ""drag and drop"" templates versus those already completed."
,0," I haven't been able to find a blank template that I can use to create my own branding, but always need to modify. I wish the Premium subscription and the Business subscription allowed the same features to be used."
,0,I have nothing negative to report about using Venngage. The company exceeded my expectations and I became better with each design that I adapted.
,0," I think there could be more options. With the growing number of websites offering this service, the service could surpass others very easily."
,0,I wish Venngage had a proportion option to lock the width and height dimensions when adjusting the page size.
,0,"The cost. Also, when I create a file in Venngage I am not able to edit it in another application (ie InDesign). For my co-workers to be able to reuse or edit designs I've made, they have to be on Venngage as well."
,0,"The undo button is a nice feature, but sometimes a bit inconsistent in that it will undo one thing, or many."
,0,Perhaps there could be more clip images and more sample examples but I think as more people use it they will be added as time goes on.
,0,"Less useful for a lot of the sorts of data visualizations needed in my company. Line graphs, bar graphs and pie charts are good, but that's the limit and inputting or importing data can be laborious. Design templates in the program itself are time consuming to modify."
,0,"Icons and pictographs and other features provided that are not editable (such as color, or ability to crop). Often I go find my own icon or pictures and import them because I have more flexibility of how they look."
,0,I wish the sizing and edit option can be more sophisticated and support different font style for other languages as well.
,0,"I'd like to see more options for templates and images, especially anything related to education and schools."
,0,"Would like to be able to more easily manipulate parts of the icons, but there are basic workarounds."
,0,There could be a greater selection of symbols available and fonts. I wish the paid versions offered more symbols and fonts.
,0,"We can't always find icon graphics which match what we need. It would be helpful to have more ways to depict ""youth"" in icon form."
,0,The charts are not data driven in the sense that they are not dependants on values from a table. I believe the software would benefit from improvemet in this area.
